Gene stable ID	Gene type	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene start (bp)	Gene end (bp)	Strand	Chromosome/scaffold name	Gene description
ENSG00000224725	processed_pseudogene	ENSG00000224725.3	ENST00000430943	ENST00000430943.1	70389426	70390626	1	10	centrosomal protein 57 like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23521]
ENSG00000213050	processed_pseudogene	ENSG00000213050.5	ENST00000413233	ENST00000413233.1	116972165	116972911	-1	7	tropomyosin 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16350]
ENSG00000230661	processed_pseudogene	ENSG00000230661.1	ENST00000427625	ENST00000427625.1	70485336	70486325	-1	10	YY1 transcription factor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45094]
ENSG00000251644	processed_pseudogene	ENSG00000251644.1	ENST00000509498	ENST00000509498.1	15864938	15865940	-1	4	hypoxanthine phosphoribosyltransferase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51622]
ENSG00000231384	processed_pseudogene	ENSG00000231384.1	ENST00000444110	ENST00000444110.1	172680714	172681224	1	3	NAP1L5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56578]
ENSG00000242326	processed_pseudogene	ENSG00000242326.1	ENST00000494226	ENST00000494226.1	166181313	166181820	-1	3	MCUR1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:53756]
ENSG00000227532	processed_pseudogene	ENSG00000227532.1	ENST00000440683	ENST00000440683.1	117187548	117187740	-1	7	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) (SUMO2) pseudogene
ENSG00000230785	processed_pseudogene	ENSG00000230785.2	ENST00000445465	ENST00000445465.2	117262918	117264888	-1	7	heterogeneous nuclear ribonucleoprotein A1 (HNRNPA1) pseudogene
ENSG00000224042	processed_pseudogene	ENSG00000224042.2	ENST00000438297	ENST00000438297.2	117263917	117264388	1	7	MT-ND4 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42193]
ENSG00000230605	processed_pseudogene	ENSG00000230605.1	ENST00000441810	ENST00000441810.1	117264393	117264530	-1	7	MT-CYB pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:51974]
ENSG00000261905	unprocessed_pseudogene	ENSG00000261905.1	ENST00000573136	ENST00000573136.1	15377	18726	1	HSCHR1_2_CTG31	metaxin 1 (MTX1) pseudogene
ENSG00000227538	processed_pseudogene	ENSG00000227538.1	ENST00000391730	ENST00000391730.2	42040597	42041729	1	1	heterogeneous nuclear ribonucleoprotein F pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:48812]
ENSG00000233122	processed_pseudogene	ENSG00000233122.2	ENST00000435712	ENST00000435712.1	130106046	130108481	1	10	CTAGE family member 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:25111]
ENSG00000233319	processed_pseudogene	ENSG00000233319.1	ENST00000449940	ENST00000449940.1	130131770	130132241	-1	10	peptidylprolyl isomerase A pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:49531]
ENSG00000253120	IG_V_pseudogene	ENSG00000253120.1	ENST00000490007	ENST00000490007.2	22580014	22580296	1	22	immunoglobulin lambda variable 2-34 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5893]
ENSG00000242178	processed_pseudogene	ENSG00000242178.1	ENST00000470444	ENST00000470444.1	166160021	166160370	-1	3	MT-ND4 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:42204]
ENSG00000244381	processed_pseudogene	ENSG00000244381.1	ENST00000484597	ENST00000484597.1	169709295	169709765	1	3	succinate dehydrogenase complex subunit D pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:10686]
ENSG00000253920	IG_V_pseudogene	ENSG00000253920.1	ENST00000523713	ENST00000523713.1	22604445	22605165	1	22	immunoglobulin lambda variable 3-31 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5913]
ENSG00000253329	IG_V_pseudogene	ENSG00000253329.1	ENST00000524362	ENST00000524362.1	22618572	22619163	1	22	immunoglobulin lambda variable 3-30 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5912]
ENSG00000215456	unprocessed_pseudogene	ENSG00000215456.6	ENST00000506079	ENST00000506079.2	22630065	22636153	1	22	BCR pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:1017]
ENSG00000229237	processed_pseudogene	ENSG00000229237.2	ENST00000413805	ENST00000413805.2	154817099	154817401	-1	X	high mobility group nucleosome binding domain 1 pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:39421]
ENSG00000224069	processed_pseudogene	ENSG00000224069.1	ENST00000419615	ENST00000419615.1	154897561	154898092	-1	X	ClpX caseinolytic peptidase X homolog (E. coli) (CLPX) pseudogene
ENSG00000237859	unprocessed_pseudogene	ENSG00000237859.2	ENST00000415978	ENST00000415978.2	154908885	154919103	-1	X	eukaryotic translation elongation factor 1 alpha 1 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:37908]
ENSG00000233688	processed_pseudogene	ENSG00000233688.1	ENST00000451418	ENST00000451418.1	154919578	154920182	-1	X	ZNF622 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55158]
ENSG00000176318	processed_pseudogene	ENSG00000176318.8	ENST00000325117	ENST00000325117.8	102546734	102548213	-1	X	forkhead box N3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43882]
ENSG00000237929	processed_pseudogene	ENSG00000237929.1	ENST00000458430	ENST00000458430.1	31311303	31311962	-1	20	ribosomal protein L31 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16549]
ENSG00000236121	processed_pseudogene	ENSG00000236121.1	ENST00000433254	ENST00000433254.1	31341371	31344471	-1	20	HAUS augmin like complex subunit 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43765]
ENSG00000227211	processed_pseudogene	ENSG00000227211.2	ENST00000446931	ENST00000446931.2	102615473	102615820	-1	X	H3 histone pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:54473]
ENSG00000252649	rRNA_pseudogene	ENSG00000252649.1	ENST00000516840	ENST00000516840.1	31356870	31356978	1	20	RNA, 5S ribosomal pseudogene 480 [Source:HGNC Symbol;Acc:HGNC:43380]
ENSG00000212717	processed_pseudogene	ENSG00000212717.3	ENST00000602356	ENST00000602356.1	31360790	31360930	1	20	defensin beta 117 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:18098]
ENSG00000227474	processed_pseudogene	ENSG00000227474.1	ENST00000445338	ENST00000445338.1	13591460	13592323	-1	10	ribosomal protein L6 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:36343]
ENSG00000199407	rRNA_pseudogene	ENSG00000199407.1	ENST00000362537	ENST00000362537.1	13727796	13727916	1	10	RNA, 5S ribosomal pseudogene 301 [Source:HGNC Symbol;Acc:HGNC:43201]
ENSG00000283748	unprocessed_pseudogene	ENSG00000283748.1	ENST00000639721	ENST00000639721.1	5576	5859	1	HSCHR19KIR_HG2394_CTG3_1	killer cell immunoglobulin-like receptor family pseudogene
ENSG00000253338	IG_V_pseudogene	ENSG00000253338.1	ENST00000520084	ENST00000520084.1	22661299	22661542	1	22	immunoglobulin lambda variable 3-29 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5911]
ENSG00000253451	IG_V_pseudogene	ENSG00000253451.1	ENST00000520681	ENST00000520681.1	22664473	22664907	1	22	immunoglobulin lambda variable 2-28 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5891]
ENSG00000253913	IG_V_pseudogene	ENSG00000253913.1	ENST00000520756	ENST00000520756.1	22673152	22673602	1	22	immunoglobulin lambda variable 3-26 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5909]
ENSG00000253779	IG_V_pseudogene	ENSG00000253779.1	ENST00000521893	ENST00000521893.1	22679097	22679345	1	22	immunoglobulin lambda variable (VI)-25-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15690]
ENSG00000232350	unprocessed_pseudogene	ENSG00000232350.1	ENST00000418731	ENST00000418731.1	22689831	22689978	1	22	Ig lambda chain V-VI region pseudogene
ENSG00000241765	processed_pseudogene	ENSG00000241765.2	ENST00000471748	ENST00000471748.2	69422656	69422995	1	12	ribosomal protein S26 pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:36944]
ENSG00000253822	IG_V_pseudogene	ENSG00000253822.1	ENST00000517477	ENST00000517477.1	22694439	22694952	1	22	immunoglobulin lambda variable 3-24 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5907]
ENSG00000253546	IG_V_pseudogene	ENSG00000253546.1	ENST00000521183	ENST00000521183.1	22700760	22700970	1	22	immunoglobulin lambda variable (VI)-22-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15689]
ENSG00000230320	processed_pseudogene	ENSG00000230320.1	ENST00000422058	ENST00000422058.1	102705784	102706240	1	X	BEN domain containing 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51362]
ENSG00000234645	processed_pseudogene	ENSG00000234645.3	ENST00000431545	ENST00000431545.1	138288029	138288793	-1	2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:49439]
ENSG00000270289	processed_pseudogene	ENSG00000270289.1	ENST00000603209	ENST00000603209.1	180473137	180473419	-1	2	ribosomal protein L17 (RPL17) pseudogene
ENSG00000254240	IG_V_pseudogene	ENSG00000254240.1	ENST00000519296	ENST00000519296.1	22715290	22715419	1	22	immunoglobulin lambda variable (I)-20 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5934]
ENSG00000226331	processed_pseudogene	ENSG00000226331.1	ENST00000448062	ENST00000448062.1	222044525	222044994	-1	2	ribosomal protein L23a pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:36727]
ENSG00000271611	processed_pseudogene	ENSG00000271611.1	ENST00000603082	ENST00000603082.1	140934867	140935010	1	7	mediator complex subunit 1, pseudogene
ENSG00000278667	processed_pseudogene	ENSG00000278667.1	ENST00000620749	ENST00000620749.1	22730725	22731090	-1	22	chromosome 2 open reading frame 27A (C2orf27A) pseudogene
ENSG00000206178	unprocessed_pseudogene	ENSG00000206178.2	ENST00000354915	ENST00000354915.3	163122	165156	1	16	hemoglobin subunit zeta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4836]
ENSG00000230496	unprocessed_pseudogene	ENSG00000230496.1	ENST00000446518	ENST00000446518.1	130275592	130276257	1	2	MT-CO2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:52023]
ENSG00000253152	IG_V_pseudogene	ENSG00000253152.1	ENST00000519099	ENST00000519099.1	22738944	22739187	1	22	immunoglobulin lambda variable 3-17 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5902]
ENSG00000225323	unprocessed_pseudogene	ENSG00000225323.1	ENST00000438841	ENST00000438841.1	168679	169334	1	16	hemoglobin subunit alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4825]
ENSG00000253786	IG_V_pseudogene	ENSG00000253786.1	ENST00000518356	ENST00000518356.1	22755554	22755797	1	22	immunoglobulin lambda variable 3-15 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5900]
ENSG00000283661	unprocessed_pseudogene	ENSG00000283661.1	ENST00000635869	ENST00000635869.1	90795	93587	-1	HSCHR1_5_CTG3	PRAME family member 34, pseudogene [Source:HGNC Symbol;Acc:HGNC:51895]
ENSG00000215895	processed_pseudogene	ENSG00000215895.4	ENST00000442006	ENST00000442006.2	38708931	38710890	1	1	HSPA5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54532]
ENSG00000283410	unprocessed_pseudogene	ENSG00000283410.1	ENST00000636889	ENST00000636889.1	100019	101305	-1	HSCHR1_5_CTG3	PRAME family member 35, pseudogene [Source:HGNC Symbol;Acc:HGNC:51896]
ENSG00000283543	transcribed_unprocessed_pseudogene	ENSG00000283543.2	ENST00000636064	ENST00000636064.1	124434	127231	1	HSCHR1_5_CTG3	PRAME family member 36, pseudogene [Source:HGNC Symbol;Acc:HGNC:51897]
ENSG00000283565	unprocessed_pseudogene	ENSG00000283565.1	ENST00000636195	ENST00000636195.1	211719	214508	1	HSCHR1_5_CTG3	PRAME family member 31, pseudogene [Source:HGNC Symbol;Acc:HGNC:51893]
ENSG00000283650	unprocessed_pseudogene	ENSG00000283650.1	ENST00000637135	ENST00000637135.1	239395	241483	-1	HSCHR1_5_CTG3	PRAME family member 32, pseudogene [Source:HGNC Symbol;Acc:HGNC:51894]
ENSG00000283185	unprocessed_pseudogene	ENSG00000283185.1	ENST00000637868	ENST00000637868.1	24955	27746	1	HSCHR1_5_CTG3	PRAME family member 28, pseudogene [Source:HGNC Symbol;Acc:HGNC:51890]
ENSG00000258439	processed_pseudogene	ENSG00000258439.1	ENST00000555623	ENST00000555623.1	74658049	74658590	1	14	ribosomal protein S2 (RPS2) pseudogene
ENSG00000215000	processed_pseudogene	ENSG00000215000.4	ENST00000399414	ENST00000399414.2	109341813	109342697	1	X	GAPDH pseudogene 77 [Source:HGNC Symbol;Acc:HGNC:55049]
ENSG00000220343	processed_pseudogene	ENSG00000220343.5	ENST00000469748	ENST00000469748.1	167065831	167066320	1	3	peptidylprolyl isomerase A pseudogene 74 [Source:HGNC Symbol;Acc:HGNC:53698]
ENSG00000284232	unprocessed_pseudogene	ENSG00000284232.1	ENST00000640186	ENST00000640186.1	56619	68965	1	HSCHR19KIR_HG2394_CTG3_1	killer cell immunoglobulin like receptor, two Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16344]
ENSG00000215606	processed_pseudogene	ENSG00000215606.4	ENST00000510488	ENST00000510488.1	141470634	141471902	-1	3	keratin 18 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:33404]
ENSG00000238026	processed_pseudogene	ENSG00000238026.1	ENST00000419971	ENST00000419971.1	176113702	176114537	-1	3	TMEM38B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56587]
ENSG00000257773	processed_pseudogene	ENSG00000257773.1	ENST00000546640	ENST00000546640.1	106015897	106017006	1	12	ST13, Hsp70 interacting protein pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:18552]
ENSG00000241203	processed_pseudogene	ENSG00000241203.1	ENST00000463169	ENST00000463169.1	167958744	167959082	1	3	high mobility group nucleosomal binding domain 2 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:39393]
ENSG00000276912	unprocessed_pseudogene	ENSG00000276912.1	ENST00000620713	ENST00000620713.1	404212	415835	1	HSCHR19LRC_COX2_CTG3_1	killer cell immunoglobulin like receptor, three Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16343]
ENSG00000230451	processed_pseudogene	ENSG00000230451.2	ENST00000438196	ENST00000438196.2	37330852	37330996	1	1	ribosomal protein S29 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35718]
ENSG00000284605	transcribed_unprocessed_pseudogene	ENSG00000284605.1	ENST00000637148	ENST00000637148.1	3429758	3500621	-1	11	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:55616]
ENSG00000255522	processed_pseudogene	ENSG00000255522.1	ENST00000531775	ENST00000531775.1	3531420	3531608	1	11	small nuclear ribonucleoprotein polypeptide C pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:49820]
ENSG00000237226	processed_pseudogene	ENSG00000237226.1	ENST00000426436	ENST00000426436.1	3549745	3550519	-1	11	RPS3A pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:35490]
ENSG00000263037	unprocessed_pseudogene	ENSG00000263037.1	ENST00000573868	ENST00000573868.1	35998	39348	1	HSCHR1_2_CTG31	metaxin 1 like, pseudogene [Source:HGNC Symbol;Acc:HGNC:7505]
ENSG00000262734	unprocessed_pseudogene	ENSG00000262734.1	ENST00000574204	ENST00000574204.1	798	3290	-1	HSCHR1_2_CTG31	glucosidase, beta, acid (GBA) pseudogene
ENSG00000255189	unprocessed_pseudogene	ENSG00000255189.1	ENST00000528297	ENST00000528297.1	58978787	58994120	1	11	glycine-N-acyltransferase like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37866]
ENSG00000254399	unprocessed_pseudogene	ENSG00000254399.2	ENST00000529326	ENST00000529326.2	59042737	59050971	1	11	glycine-N-acyltransferase like 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37864]
ENSG00000270992	processed_pseudogene	ENSG00000270992.1	ENST00000604299	ENST00000604299.1	130255902	130262770	1	7	ribosomal protein L29, pseudogene
ENSG00000233874	processed_pseudogene	ENSG00000233874.2	ENST00000440201	ENST00000440201.2	109568478	109570289	1	X	MFN1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55050]
ENSG00000255381	processed_pseudogene	ENSG00000255381.1	ENST00000529891	ENST00000529891.1	59142121	59142610	-1	11	protein kinase, cAMP-dependent, regulatory, type II, beta (PRKAR2B) pseudogene
ENSG00000284006	transcribed_unprocessed_pseudogene	ENSG00000284006.1	ENST00000639864	ENST00000639864.1	87950	91913	1	HSCHR19KIR_HG2394_CTG3_1	killer cell immunoglobulin like receptor, three Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16343]
ENSG00000263231	unprocessed_pseudogene	ENSG00000263231.1	ENST00000575568	ENST00000575568.1	19396	23904	-1	HSCHR1_2_CTG31	glucosidase, beta, acid (GBA) pseudogene
ENSG00000243044	processed_pseudogene	ENSG00000243044.1	ENST00000475129	ENST00000475129.1	162601627	162601792	1	3	zinc finger protein (ZNF) pseudogene
ENSG00000254799	processed_pseudogene	ENSG00000254799.1	ENST00000531577	ENST00000531577.1	59263389	59263802	-1	11	solute carrier family 25 member 47 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43860]
ENSG00000254704	processed_pseudogene	ENSG00000254704.3	ENST00000532980	ENST00000532980.3	59287339	59289486	-1	11	macrophage expressed 1 (MPEG1) pseudogene
ENSG00000235640	processed_pseudogene	ENSG00000235640.1	ENST00000431242	ENST00000431242.1	123695302	123697396	1	2	ELOA pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54534]
ENSG00000235678	unprocessed_pseudogene	ENSG00000235678.3	ENST00000534535	ENST00000534535.1	59309681	59310576	-1	11	olfactory receptor family 5 subfamily AN member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:15256]
ENSG00000255386	unprocessed_pseudogene	ENSG00000255386.1	ENST00000524992	ENST00000524992.1	59332757	59334086	-1	11	olfactory receptor family 5 subfamily BR member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15279]
ENSG00000237749	processed_pseudogene	ENSG00000237749.4	ENST00000423216	ENST00000423216.2	37556247	37556499	1	1	ribosomal protein S27 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36964]
ENSG00000233597	processed_pseudogene	ENSG00000233597.3	ENST00000498753	ENST00000498753.1	142043623	142044198	-1	3	ribosomal protein L19 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36795]
ENSG00000233307	processed_pseudogene	ENSG00000233307.1	ENST00000443436	ENST00000443436.1	109732731	109733136	1	2	SRSF3 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:54695]
ENSG00000214192	processed_pseudogene	ENSG00000214192.3	ENST00000397758	ENST00000397758.2	175718231	175718670	-1	3	UBE2V1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32648]
ENSG00000227440	processed_pseudogene	ENSG00000227440.1	ENST00000430660	ENST00000430660.1	172828736	172829176	-1	3	ATP synthase membrane subunit c locus 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39507]
ENSG00000249986	processed_pseudogene	ENSG00000249986.1	ENST00000508556	ENST00000508556.1	141600276	141600579	-1	3	YWHAQ pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:37685]
ENSG00000237939	processed_pseudogene	ENSG00000237939.1	ENST00000435551	ENST00000435551.1	138307319	138307970	1	2	IDI1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54666]
ENSG00000213083	processed_pseudogene	ENSG00000213083.3	ENST00000426087	ENST00000426087.1	206686517	206687362	-1	2	VPS26C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54684]
ENSG00000228776	processed_pseudogene	ENSG00000228776.2	ENST00000434936	ENST00000434936.2	42140635	42141391	1	1	ribosomal protein L21 (RPL21) pseudogene
ENSG00000291997	unprocessed_pseudogene	ENSG00000291997.1	ENST00000709524	ENST00000709524.1	735622	735798	1	HSCHR1_5_CTG31	complement factor H-related familily member pseudogene CFHR
ENSG00000230469	processed_pseudogene	ENSG00000230469.1	ENST00000438138	ENST00000438138.1	69778962	69779838	1	10	ribosomal protein L5 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36247]
ENSG00000292000	unprocessed_pseudogene	ENSG00000292000.1	ENST00000709537	ENST00000709537.1	615329	649848	1	HSCHR1_5_CTG31	complement factor H related 3 (CFHR3) pseudogene
ENSG00000269588	unprocessed_pseudogene	ENSG00000269588.1	ENST00000600089	ENST00000600089.1	39553034	39555356	1	19	lectin, galactoside-binding, soluble, 13 (LGALS13) pseudogene
ENSG00000241590	processed_pseudogene	ENSG00000241590.1	ENST00000490729	ENST00000490729.1	118737964	118738511	-1	12	ribosomal protein L17 pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:36854]
ENSG00000269188	unprocessed_pseudogene	ENSG00000269188.1	ENST00000601963	ENST00000601963.1	39584042	39586489	1	19	lectin, galactoside-binding, soluble, 13 (LGALS13) pseudogene
ENSG00000183022	processed_pseudogene	ENSG00000183022.5	ENST00000330554	ENST00000330554.4	230573167	230573809	-1	2	tropomyosin 3 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39171]
ENSG00000244253	processed_pseudogene	ENSG00000244253.1	ENST00000486345	ENST00000486345.1	39588955	39589125	1	19	ribosomal protein S29 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:35794]
ENSG00000243581	processed_pseudogene	ENSG00000243581.1	ENST00000481709	ENST00000481709.1	39590981	39591151	1	19	ribosomal protein S29 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:35649]
ENSG00000215589	processed_pseudogene	ENSG00000215589.3	ENST00000400619	ENST00000400619.3	5928085	5929318	-1	20	KN motif and ankyrin repeat domains 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52337]
ENSG00000278797	unprocessed_pseudogene	ENSG00000278797.1	ENST00000614101	ENST00000614101.1	46533669	46534351	1	19	paraneoplastic Ma antigen family-like 2 (PNMAL2) pseudogene
ENSG00000249210	processed_pseudogene	ENSG00000249210.1	ENST00000503632	ENST00000503632.1	46558641	46559642	1	19	glyceraldehyde 3 phosphate dehydrogenase pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:37792]
ENSG00000233428	processed_pseudogene	ENSG00000233428.1	ENST00000418508	ENST00000418508.1	129496297	129496788	1	2	peptidylprolyl isomerase A pseudogene 65 [Source:HGNC Symbol;Acc:HGNC:53689]
ENSG00000213126	processed_pseudogene	ENSG00000213126.2	ENST00000392417	ENST00000392417.2	179814251	179814675	1	2	TXNL4A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54569]
ENSG00000284314	transcribed_processed_pseudogene	ENSG00000284314.2	ENST00000640037	ENST00000640037.1	10226	14856	1	HSCHR19KIR_HG2394_CTG3_1	leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]
ENSG00000279392	processed_pseudogene	ENSG00000279392.1	ENST00000623123	ENST00000623123.1	55229217	55229681	1	14	ubiquitin-conjugating enzyme E2L 3 (UBE2L3) pseudogene
ENSG00000271180	processed_pseudogene	ENSG00000271180.1	ENST00000605294	ENST00000605294.1	55240622	55241080	-1	14	cytochrome c oxidase subunit 5A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2268]
ENSG00000255757	processed_pseudogene	ENSG00000255757.1	ENST00000538359	ENST00000538359.1	127876999	127877516	-1	12	fibroblast growth factor receptor 1 (FGFR1)
ENSG00000256630	unprocessed_pseudogene	ENSG00000256630.1	ENST00000535243	ENST00000535243.1	128437778	128439206	-1	12	ribosomal protein S6 (RPS6) pseudogene
ENSG00000239686	processed_pseudogene	ENSG00000239686.1	ENST00000488313	ENST00000488313.1	55282296	55282643	-1	14	ribosomal protein L34 (RPL34) pseudogene
ENSG00000258469	processed_pseudogene	ENSG00000258469.1	ENST00000556017	ENST00000556017.1	55298644	55299231	1	14	charged multivesicular body protein 4B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43616]
ENSG00000196403	unprocessed_pseudogene	ENSG00000196403.4	ENST00000355343	ENST00000355343.2	124158421	124159356	1	11	olfactory receptor family 10 subfamily D member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8166]
ENSG00000239426	unprocessed_pseudogene	ENSG00000239426.4	ENST00000425243	ENST00000425243.1	124207183	124208112	1	11	olfactory receptor family 8 subfamily F member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:14691]
ENSG00000276316	unprocessed_pseudogene	ENSG00000276316.1	ENST00000616658	ENST00000616658.1	124238420	124239486	1	11	olfactory receptor family 8 subfamily G member 7 pseudogene [Source:HGNC Symbol;Acc:HGNC:19625]
ENSG00000255116	processed_pseudogene	ENSG00000255116.2	ENST00000532944	ENST00000532944.2	124273970	124274581	1	11	solute carrier family 5 member 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45041]
ENSG00000284432	unprocessed_pseudogene	ENSG00000284432.1	ENST00000638941	ENST00000638941.1	507053	512721	-1	HSCHR1_6_CTG3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24 (SLC25A24) pseudogene
ENSG00000284110	processed_pseudogene	ENSG00000284110.1	ENST00000639168	ENST00000639168.1	513956	515053	1	HSCHR1_6_CTG3	ST13, Hsp70 interacting protein pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:38864]
ENSG00000259318	processed_pseudogene	ENSG00000259318.1	ENST00000559320	ENST00000559320.1	55394940	55395233	-1	14	high mobility group nucleosome binding domain 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20015]
ENSG00000284199	processed_pseudogene	ENSG00000284199.1	ENST00000640319	ENST00000640319.1	520170	520839	1	HSCHR1_6_CTG3	RPL7L1 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:56803]
ENSG00000213641	processed_pseudogene	ENSG00000213641.4	ENST00000483820	ENST00000483820.1	55543401	55544169	1	14	ribosomal protein L7a pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:23554]
ENSG00000271484	unprocessed_pseudogene	ENSG00000271484.1	ENST00000603375	ENST00000603375.1	55546674	55548123	1	14	abl interactor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20035]
ENSG00000237319	processed_pseudogene	ENSG00000237319.1	ENST00000448300	ENST00000448300.1	109636834	109637063	1	X	pseudogene similar to part of protein phosphatase 6, catalytic subunit (PPP6C)
ENSG00000225381	processed_pseudogene	ENSG00000225381.2	ENST00000456664	ENST00000456664.2	109853312	109853919	1	X	RPS5 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36881]
ENSG00000231961	processed_pseudogene	ENSG00000231961.1	ENST00000421490	ENST00000421490.1	5965180	5965511	1	20	MT-CO1 pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:56944]
ENSG00000292441	transcribed_unprocessed_pseudogene	ENSG00000292441.1	ENST00000711660	ENST00000711660.1	320482	330249	-1	HSCHR1_6_CTG3	neuroblastoma breakpoint family, member 5, pseud
ENSG00000292446	transcribed_unprocessed_pseudogene	ENSG00000292446.1	ENST00000711666	ENST00000711666.1	368773	421985	-1	HSCHR1_6_CTG3	pseudogene similar to solute carrier family 25 (mit
